HGA;Tool Steel and High-Speed Steel, Other;2022-10-19T09:10:05.274Z
HGB;Bars From Tool Steel and High-Speed Steel;2022-10-19T09:10:05.274Z
HH;High-alloy Steel;2022-10-19T09:10:05.274Z
HHA;High-Alloy Steel >6mm thickness;2022-10-19T09:10:05.274Z
HHB;High-Alloy Steel hot rolled 2-6mm thickness;2022-10-19T09:10:05.274Z
HHC;High-Alloy Steel cold rolled 0-4mm thickness;2022-10-19T09:10:05.274Z
HHD;High heat resisting nickel alloy;2022-10-19T09:10:05.274Z
HHE;Heat resisting steel for pressure vessels;2022-10-19T09:10:05.274Z
HHF;High-Alloy Steel, Tubes;2022-10-19T09:10:05.274Z
HHH;Blade Bar Stock;2022-10-19T09:10:05.274Z
HHI;High alloyed steel / round bar;2022-10-19T09:10:05.274Z
HI;Structural Steel;2022-10-19T09:10:05.274Z
HIA;Structural Steel, Other;2022-10-19T09:10:05.274Z
HIB;Structural Steel, Hot-Worked;2022-10-19T09:10:05.274Z
HID;Structural Steel, Blade Material;2022-10-19T09:10:05.274Z
HIE;Structural steel, round bar;2022-10-19T09:10:05.274Z
HJ;Welding Materials;2022-10-19T09:10:05.274Z
HJA;Welding materials, others;2022-10-19T09:10:05.275Z
HK;Cast Parts, Unmachined;2022-10-19T09:10:05.275Z
HKA;Cast Parts, Unmachined, Other;2022-10-19T09:10:05.275Z
HKB;Gray Cast Iron, Unmachined;2022-10-19T09:10:05.275Z
HKD;Spheroidal Graphite Cast Iron, Unmachined;2022-10-19T09:10:05.275Z
HKE;Cast Steel, Unmachined;2022-10-19T09:10:05.275Z
HKF;Precision Steel Castings, Unmachined;2022-10-19T09:10:05.275Z
HKG;Copper Castings, Unmachined;2022-10-19T09:10:05.275Z
HKI;Bronze Castings, Unmachined;2022-10-19T09:10:05.275Z
HKJ;Zinc Pressure Die Castings, Unmachined;2022-10-19T09:10:05.275Z
HKK;Aluminum Sand Castings, Unmachined;2022-10-19T09:10:05.275Z
HKL;Aluminum Pressure Die Castings, Unmachined;2022-10-19T09:10:05.275Z
HKM;Aluminum Gravity Die Castings, Unmachined;2022-10-19T09:10:05.275Z
HKN;Non-Ferrous Metal Castings, Unmachined, Other;2022-10-19T09:10:05.275Z
HKP;Alu sandcast unmachined, gas tight;2022-10-19T09:10:05.275Z
HKQ;Alu gravity die unmachined, gas tight;2022-10-19T09:10:05.275Z
HKV;PARTS OF WIND GEARBOXES, TORQUE ARM OF CAST IRON, RAW;2022-10-19T09:10:05.275Z
HKW;PARTS OF WIND GEARBOXES, PLANET CARRIER OF CAST IRON, RAW;2022-10-19T09:10:05.275Z
HKX;PARTS OF WIND GEARBOXES, HOUSING OF CAST IRON, RAW;2022-10-19T09:10:05.275Z
HKY;PARTS OF WIND GEARBOXES, HOUSING OF CAST IRON, RAW;2022-10-19T09:10:05.275Z
HL;Cast Parts, Machined;2022-10-19T09:10:05.275Z
HLA;Cast Parts, Machined, Other;2022-10-19T09:10:05.275Z
HLB;Gray Cast Iron, Machined;2022-10-19T09:10:05.275Z
HLC;Alu sand cast machined, gas tight;2022-10-19T09:10:05.275Z
HLD;Spheroidal Graphite Cast Iron, Machined;2022-10-19T09:10:05.275Z
HLE;Cast Steel, Machined;2022-10-19T09:10:05.275Z
HLF;Precision Steel Castings, Machined;2022-10-19T09:10:05.275Z
HLG;Copper Castings, Machined;2022-10-19T09:10:05.275Z
HLH;Alu gravity die machined, gas tight;2022-10-19T09:10:05.275Z
HLI;Bronze Castings, Machined;2022-10-19T09:10:05.275Z
HLJ;Zinc Pressure Die Castings, Machined;2022-10-19T09:10:05.275Z
HLK;Aluminum Sand Castings, Machined;2022-10-19T09:10:05.275Z
HLL;Aluminum Pressure Die Castings, Machined;2022-10-19T09:10:05.275Z
HLM;Aluminum Gravity Die Castings, Machined;2022-10-19T09:10:05.275Z
HLN;Non-Ferrous Metal Castings, Machined, Other;2022-10-19T09:10:05.275Z
HLO;Magnesium Castings, Machined;2022-10-19T09:10:05.275Z
HLP;Large Case Machining (forging);2022-10-19T09:10:05.275Z
HLQ;Large Ring Machining (forging);2022-10-19T09:10:05.275Z
HLR;Discs and Impellers;2022-10-19T09:10:05.275Z
HLS;Large Shaft and Stub Shaft Machining;2022-10-19T09:10:05.275Z
HLU;Outsource Production Services;2022-10-19T09:10:05.275Z
HLV;PARTS OF WIND GEARBOXES, TORQUE ARM OF CAST IRON, MACHINED;2022-10-19T09:10:05.275Z
HLW;PARTS OF WIND GEARBOXES, PLANET CARRIER OF CAST IRON, MACHINED;2022-10-19T09:10:05.275Z
HLX;PARTS OF WIND GEARBOXES, FLANGE OF CASTI IRON, MACHINED;2022-10-19T09:10:05.275Z
HLY;PARTS OF WIND GEARBOXES, HOUSING OF CAST IRON, MACHINED;2022-10-19T09:10:05.275Z
HLZ;PARTS OF WIND GEARBOXES, SMALL PARTS OF CAST IRON, MACHINED;2022-10-19T09:10:05.275Z
HM;Forgings;2022-10-19T09:10:05.275Z
HMA;Forgings, Other;2022-10-19T09:10:05.275Z
HMB;Closed Die Forgings;2022-10-19T09:10:05.275Z
HMC;Open Die Forgings;2022-10-19T09:10:05.275Z
HMD;Extrusion-Molded Parts;2022-10-19T09:10:05.275Z
HME;Weight shafts <10to (low alloy, open die forgings);2022-10-19T09:10:05.275Z
HMF;Weight shafts 10-35to (low alloy, open die forgings);2022-10-19T09:10:05.275Z
HMG;Weight shafts >35to (low alloy, open die forgings);2022-10-19T09:10:05.275Z
HMH;Low Pressure Blades - Forged;2022-10-19T09:10:05.275Z
HMI;Hot rolled rings (produced on rolling mills);2022-10-19T09:10:05.275Z
HMJ;High alloy rotors and turbine discs (10%Cr, CostE, FB2, X12, X22,...);2022-10-19T09:10:05.275Z
HMK;Turbine discs (low and mid alloy, open die forgings);2022-10-19T09:10:05.275Z
HML;Cooling Air Separation Pipes (open die forgings);2022-10-19T09:10:05.275Z
HMM;Bars;2022-10-19T09:10:05.275Z
HMP;Retaining Rings;2022-10-19T09:10:05.275Z
HN;Sintered Parts;2022-10-19T09:10:05.275Z
HNA;Sintered Parts, Others;2022-10-19T09:10:05.275Z
HNC;Complex Secondary Operations, sintered;2022-10-19T09:10:05.275Z
HND;Sleeve Bearings Bushings, sintered;2022-10-19T09:10:05.275Z
HO;Machining of Cast Parts;2022-10-19T09:10:05.275Z
HOA;Machining of Cast Parts, Other;2022-10-19T09:10:05.275Z
HOB;Machining of Cast Parts, Iron Casting;2022-10-19T09:10:05.275Z
HOC;Machining of Cast Parts, Steel Casting;2022-10-19T09:10:05.275Z
HOD;Machining of Cast Parts, Aluminium Casting;2022-10-19T09:10:05.275Z
HPA;Power Transformer Cores - GOES Conventional;2022-10-19T09:10:05.275Z
HPB;Power Transformer Cores - GOES Domain-Refined;2022-10-19T09:10:05.275Z
HPC;Power Transformer Cores - Open 1;2022-10-19T09:10:05.275Z
HPD;Power Transformer Cores - Open 2;2022-10-19T09:10:05.275Z
HPE;Power Transformer Cores - Open 3;2022-10-19T09:10:05.275Z
HPF;DRY Transformer Cores - GOES Conventional;2022-10-19T09:10:05.275Z
HPG;DRY Transformer Cores - GOES Domain-Refined;2022-10-19T09:10:05.275Z
HPH;FIT Transformer Cores - GOES Conventional;2022-10-19T09:10:05.275Z
HPI;FIT Transformer Cores - GOES Domain-Refined;2022-10-19T09:10:05.275Z
HPJ;FIT Transformer Cores - Amorphous;2022-10-19T09:10:05.275Z
HPK;Distribution Transformer Cores - Open 1;2022-10-19T09:10:05.275Z
HPL;Distribution Transformer Cores - Open 2;2022-10-19T09:10:05.275Z
HPM;Distribution Transformer Cores - Open 3;2022-10-19T09:10:05.275Z
HPN;Instrument Transformer Cores - Stacked;2022-10-19T09:10:05.275Z
HPO;Instrument Transformer Cores - C-Cores;2022-10-19T09:10:05.275Z
HPP;Instrument Transformer Cores - Toroidial / Nickel Iron (FeNi);2022-10-19T09:10:05.275Z
HPQ;Instrument Transformer Cores - Toroidal / GOES (FeSi);2022-10-19T09:10:05.275Z
HPR;Instrument Transformer Cores - Toroidal / (Super-) Nano;2022-10-19T09:10:05.275Z
HPS;Instrument Transformer Cores - Unicores;2022-10-19T09:10:05.275Z
HPT;Instrument Transformer Cores - Open 1;2022-10-19T09:10:05.275Z
HPU;Instrument Transformer Cores - Open 2;2022-10-19T09:10:05.275Z
HPV;Instrument Transformer Cores - Open 3;2022-10-19T09:10:05.275Z
HPW;EMM Cores - Open 1;2022-10-19T09:10:05.275Z
HPX;EMM Cores - Open 2;2022-10-19T09:10:05.275Z
HPY;EMM Cores - Open 3;2022-10-19T09:10:05.275Z
HPZ;EMM Cores - Open 4;2022-10-19T09:10:05.275Z
I;Standard Parts, Catalog Parts, Design Parts;2022-10-19T09:10:05.275Z
IB;Screws, Bolts and Nuts;2022-10-19T09:10:05.275Z
IBA;Screws, Bolts and Nuts, Other;2022-10-19T09:10:05.275Z
IBB;Steel Screws;2022-10-19T09:10:05.275Z
IBE;Nuts;2022-10-19T09:10:05.275Z
IBF;Bolted Connections;2022-10-19T09:10:05.275Z
IC;Springs and Dampers;2022-10-19T09:10:05.275Z
ICA;Springs and Dampers, Other;2022-10-19T09:10:05.275Z
ICB;Laminated Springs;2022-10-19T09:10:05.275Z
ICC;Torsion Springs;2022-10-19T09:10:05.275Z
ICD;Compression Springs;2022-10-19T09:10:05.275Z
ICE;Belleville Spring Washers;2022-10-19T09:10:05.275Z
ICF;Tension Springs;2022-10-19T09:10:05.275Z
ICG;Spring Systems;2022-10-19T09:10:05.275Z
ICH;Shock Absorbers;2022-10-19T09:10:05.275Z
ID;Fasteners and Hardware;2022-10-19T09:10:05.275Z
IDA;Mechanic Fasteners and Hardware, other;2022-10-19T09:10:05.275Z
IDB;Washers;2022-10-19T09:10:05.275Z
IDD;Circlips;2022-10-19T09:10:05.275Z
IDE;Rivets;2022-10-19T09:10:05.275Z
IDF;Pins;2022-10-19T09:10:05.275Z
IDG;Adapter Sleeves;2022-10-19T09:10:05.275Z
IDH;Bolts;2022-10-19T09:10:05.275Z
IDI;Keys;2022-10-19T09:10:05.275Z
IDJ;Featherkeys;2022-10-19T09:10:05.275Z
IDK;Ropes;2022-10-19T09:10:05.275Z
IDL;Fittings;2022-10-19T09:10:05.275Z
IDM;Threaded Inserts;2022-10-19T09:10:05.275Z
IDN;Cable Ties;2022-10-19T09:10:05.275Z
IE;Metal Parts According to Drawing;2022-10-19T09:10:05.275Z
IE2;Worm gear sets;2022-10-19T09:10:05.275Z
IEA;Metal Parts According to Drawing, Other;2022-10-19T09:10:05.275Z
IEC;Assemblies / Parts, according to drawing for extinguishing installation;2022-10-19T09:10:05.275Z
IEF;Punched or Laser cut / Punched-Bent Parts/ Assemblies/ Housing, not tool-specific, thickness <=3 mm;2022-10-19T09:10:05.275Z
IEG;Punched/ Punched-Bent Parts/ Assemblies, tool-specific, from mechanical/ hydraulic presses;2022-10-19T09:10:05.275Z
IEH;Punched/ Punched-Bent Parts/ Assemblies, tool-specific, from high-speed presses;2022-10-19T09:10:05.275Z
IEI;Metal Packaging;2022-10-19T09:10:05.275Z
IEJ;Metal Housing Fixture Frame;2022-10-19T09:10:05.275Z
IEK;Punched or Laser cut  / Punched-Bent Parts/ Assemblies/ Housing, not tool-specific, thickness >=3 mm;2022-10-19T09:10:05.275Z
IEL;Deep drawn parts and spinned parts;2022-10-19T09:10:05.275Z
IEN;Wheels and Rollers;2022-10-19T09:10:05.275Z
IEO;Lamellar Sheets, Laminated Cores;2022-10-19T09:10:05.275Z
IEP;Punched Parts Fine Blanking;2022-10-19T09:10:05.275Z
IEQ;Fabricated components with or without machining, material thickness 8mm-10mm, weight <2to;2022-10-19T09:10:05.275Z
IER;Assemblies / Parts, mechanically combined with parts manufactured by different technologies;2022-10-19T09:10:05.275Z
IES;Assemblies / Parts, Brazed from Metal;2022-10-19T09:10:05.275Z
IEU;Assemblies / Parts, Welded from Metal > 25t;2022-10-19T09:10:05.275Z
IEV;Wind Power Tower Internal Kit Sets;2022-10-19T09:10:05.275Z
IEW;Punched-bent parts, tool-specific, parts >20g, for lamp equipment;2022-10-19T09:10:05.275Z
IEX;Punched-Bent Parts tool-specific, small parts < 20 g, for lamp production;2022-10-19T09:10:05.275Z
IEZ;Windpower complete Tower section;2022-10-19T09:10:05.275Z
IF;Metal Parts for Lamp Production;2022-10-19T09:10:05.275Z
IFA;Metal Parts for Lamp Production, Other;2022-10-19T09:10:05.275Z
IG;Hydraulics and pneumatics;2022-10-19T09:10:05.275Z
IGA;Hydraulics, pneumatics, others;2022-10-19T09:10:05.275Z
IGB;Hydraulics Devices;2022-10-19T09:10:05.275Z
IGC;Pneumatic Devices;2022-10-19T09:10:05.275Z
IGD;Hydraulic Components;2022-10-19T09:10:05.275Z
IGE;Pneumatic Components;2022-10-19T09:10:05.275Z
IH;Identification Plates and Labels;2022-10-19T09:10:05.275Z
IHA;Identification Plates and Labels, Other;2022-10-19T09:10:05.275Z
IHB;Metal Plates;2022-10-19T09:10:05.275Z
IHC;Plastic Plates;2022-10-19T09:10:05.275Z
IHD;Paper Labels;2022-10-19T09:10:05.275Z
IHE;Poly Film Bar Code Labels;2022-10-19T09:10:05.275Z
II;Non Metal Parts According to Drawing;2022-10-19T09:10:05.275Z
IIA;Non Metal Parts According to Drawing, Other;2022-10-19T09:10:05.275Z
IIB;Turned Parts, Non Metal;2022-10-19T09:10:05.275Z
IIJ;Gearing Parts, Non Metal;2022-10-19T09:10:05.275Z
IJ;Heat Sinks and Heating Elements;2022-10-19T09:10:05.275Z
IJA;Heat Sinks, Others;2022-10-19T09:10:05.275Z
IJC;Alu- Heat Sinks (According to Drawing);2022-10-19T09:10:05.275Z
IJE;Heat Sinks (According to Drawing);2022-10-19T09:10:05.275Z
IJG;Heating, Heating Elements;2022-10-19T09:10:05.275Z
IL;Large Steel Fabrication;2022-10-19T09:10:05.275Z
ILA;Steel fabricated components (e.g. housings) with or without machining, material thickness >40mm, weight >2to;2022-10-19T09:10:05.275Z
ILB;Steel fabricated frames, material thickness >8mm, weight >2to;2022-10-19T09:10:05.275Z
ILC;Carbon and Stainless Steel fabricated components (e.g.housings) with or without machining, material thickness 10mm-40mm, weight >2to;2022-10-19T09:10:05.275Z
ILD;Steel fabricated components with special requirements, Weight >2to;2022-10-19T09:10:05.275Z
ILF;Large welded transformer tanks >2 to, >6mm wall thickness;2022-10-19T09:10:05.275Z
IM;Machined Parts;2022-10-19T09:10:05.275Z
IMC;Machined Parts - Shafts, Axles & Hollow Shafts;2022-10-19T09:10:05.275Z
IMD;Machined Parts - Fasteners (non-catalogue);2022-10-19T09:10:05.275Z
IMF;Machined Parts – Bolts & Plates from Copper & Brass;2022-10-19T09:10:05.275Z
IMG;Machined Parts - Planet Axles hardened;2022-10-19T09:10:05.275Z
IMH;Machined Parts - Milled & Turned Parts from Aluminum;2022-10-19T09:10:05.275Z
IMJ;Machined Parts - Milled & Turned Parts from Steel;2022-10-19T09:10:05.275Z
IMK;Machined Parts - Covers, Plates & Shims;2022-10-19T09:10:05.275Z
IML;Machined Parts - Inner Gearing Parts;2022-10-19T09:10:05.275Z
IMM;Gear parts. outside gears;2022-10-19T09:10:05.275Z
IMO;Machined Parts - Gear Shafts;2022-10-19T09:10:05.275Z
IMP;Machined Parts - Rings, Casings & Flanges;2022-10-19T09:10:05.275Z
IMS;Machined Parts – Conductors & Electrodes;2022-10-19T09:10:05.275Z
IMT;Machined Parts - Metal Seals & Seal Segments;2022-10-19T09:10:05.275Z
IMU;Machined Parts - Metal Parts Others small (< 60 mm);2022-10-19T09:10:05.275Z
IMV;Machined Parts - Metal Parts Others medium (> 60 mm < 1000 mm);2022-10-19T09:10:05.275Z
IMW;Machined Parts - Metal Parts Others big (> 1000 mm);2022-10-19T09:10:05.275Z
IMX;Machined Parts - Outer Gearing Parts;2022-10-19T09:10:05.275Z
IMY;Machined Parts - Assembled Parts;2022-10-19T09:10:05.275Z
IMZ;Metal Parts - with 3D Printing;2022-10-19T09:10:05.275Z
J;Non-Electrical Products;2022-10-19T09:10:05.275Z
JB;Drive Technology;2022-10-19T09:10:05.275Z
JBA;Drive Technology, other;2022-10-19T09:10:05.275Z
JBB;Motors, Non-Electrical;2022-10-19T09:10:05.275Z
JBD;Compressed Air Drives;2022-10-19T09:10:05.275Z
JBF;Couplings;2022-10-19T09:10:05.275Z
JBG;Gear boxes;2022-10-19T09:10:05.275Z
JBH;Parallel Shaft Gearbox;2022-10-19T09:10:05.275Z
JBI;Epicyclic Gearbox;2022-10-19T09:10:05.275Z
JBJ;Rotor Turning Device;2022-10-19T09:10:05.275Z
JBK;Shrink Discs and Backstops;2022-10-19T09:10:05.275Z
JC;Rolling bearings;2022-10-19T09:10:05.275Z
JCA;Rolling bearings, other;2022-10-19T09:10:05.275Z
JCB;Four point ball bearings;2022-10-19T09:10:05.275Z
JCE;Angular contact ball bearings;2022-10-19T09:10:05.275Z
JCF;Self-aligning ball bearings;2022-10-19T09:10:05.275Z
JCG;Spherical Roller bearings;2022-10-19T09:10:05.275Z
JCI;Tapered roller bearings;2022-10-19T09:10:05.275Z
JCJ;Radial Deep groove ball bearings;2022-10-19T09:10:05.275Z
JCK;Deep groove thrust ball bearings;2022-10-19T09:10:05.275Z
JCL;Cylindrical roller thrust bearings;2022-10-19T09:10:05.275Z
JCM;Radial Cylindrical roller bearings;2022-10-19T09:10:05.275Z
JCN;Full complement radial roller bearing;2022-10-19T09:10:05.275Z
JCO;Needle roller bearings;2022-10-19T09:10:05.275Z
JCP; Spindle bearings;2022-10-19T09:10:05.275Z
JCQ;Linear guides, with roller Bearings;2022-10-19T09:10:05.275Z
JCR;CT bearings;2022-10-19T09:10:05.275Z
JCS;Wheelset bearings (railway);2022-10-19T09:10:05.275Z
JCT;Plummer Block / flanged bearings;2022-10-19T09:10:05.275Z
JCV;Main Bearing for Wind turbines;2022-10-19T09:10:05.275Z
JCW;Slewing ball brngs.;2022-10-19T09:10:05.275Z
JCX;Slewing roller brngs.;2022-10-19T09:10:05.275Z
JD;Supporting Structures;2022-10-19T09:10:05.275Z
JDA;Supporting Structures, Other;2022-10-19T09:10:05.275Z
JDC;Switchgear cabinets (empty) and accessories;2022-10-19T09:10:05.275Z
JDD;Terminal Boxes;2022-10-19T09:10:05.275Z
JDE;Kits, Adapter Kits;2022-10-19T09:10:05.275Z
JDF;Module Frames;2022-10-19T09:10:05.275Z
JDG;Concrete Poles;2022-10-19T09:10:05.275Z
JDH;Steel Poles;2022-10-19T09:10:05.275Z
JDI;Clamping Frames (all materials);2022-10-19T09:10:05.275Z
JDK;Equipment Support Structures;2022-10-19T09:10:05.275Z
JDL;Steel Structures for Material Handling;2022-10-19T09:10:05.275Z
JDM;Offshore Platforms (excluded PuC);2022-10-19T09:10:05.275Z
JDN;EHouse;2022-10-19T09:10:05.275Z
JE;Filters;2022-10-19T09:10:05.275Z
JEA;Filters, Other;2022-10-19T09:10:05.275Z
JEB;Air Filters;2022-10-19T09:10:05.275Z
JEC;Gas Filters;2022-10-19T09:10:05.275Z
JED;Water Filters;2022-10-19T09:10:05.275Z
JEE;Membranes;2022-10-19T09:10:05.275Z
JEG;Oil Filters;2022-10-19T09:10:05.275Z
JF;Vessels and Containers;2022-10-19T09:10:05.275Z
JFA;Vessels and Containers, Other;2022-10-19T09:10:05.275Z
JFB;Metal Containers;2022-10-19T09:10:05.275Z
JFC;Plastic Containers;2022-10-19T09:10:05.275Z
JFD;Pressure Vessels;2022-10-19T09:10:05.275Z
JFE;Tanks;2022-10-19T09:10:05.275Z
JFF;Cable Drums for transportation/packaging;2022-10-19T09:10:05.275Z
JFH;Housings with material thickness >3mm;2022-10-19T09:10:05.275Z
JFI;Protective Containers;2022-10-19T09:10:05.275Z
JFJ;Radiators - panel type;2022-10-19T09:10:05.275Z
JFL;Radiators hot dip galvanized;2022-10-19T09:10:05.275Z
JFM;Radiators galvanized and painted;2022-10-19T09:10:05.275Z
JFN;Radiators KTL;2022-10-19T09:10:05.275Z
JFO;Plate Radiators only painted;2022-10-19T09:10:05.275Z
JFP;Plate Radiators only galvanized;2022-10-19T09:10:05.275Z
JFQ;Plate Radiators galvanized + painted;2022-10-19T09:10:05.275Z
JFR;Plate Radiators e-coated + painted;2022-10-19T09:10:05.275Z
JFS;Tubular Radiators only painted;2022-10-19T09:10:05.275Z
JFT;Tubular Radiators only galvanized;2022-10-19T09:10:05.275Z
JFU;Tubular Radiators galvanized + painted;2022-10-19T09:10:05.275Z
JFV;Tubular Radiators e-coated + painted;2022-10-19T09:10:05.275Z
JFW;Oil-Air Coolers (Tubes & Fins);2022-10-19T09:10:05.275Z
JFX;Oil-Air Coolers - AB-Coolers (Plate & Bar);2022-10-19T09:10:05.275Z
JFY;Oil-Water Coolers (Shell & Tube);2022-10-19T09:10:05.275Z
JFZ;Oil-Water Coolers - Plate Heat Exchangers (PHE);2022-10-19T09:10:05.275Z
JG;Products for Rail Transport;2022-10-19T09:10:05.275Z
JGA;Products for Rail Transport, Other;2022-10-19T09:10:05.275Z
JGB;Bogies and Individual Components;2022-10-19T09:10:05.275Z
JGC;WC Plumbing Units;2022-10-19T09:10:05.275Z
JGD;Windshield Washing Systems;2022-10-19T09:10:05.275Z
JGE;Interior components for passenger area;2022-10-19T09:10:05.275Z
JGF;Cleaning Systems for Rail Vehicles;2022-10-19T09:10:05.275Z
JGG;Bogie Testing Equipment;2022-10-19T09:10:05.275Z
JGI;Pulling and Pushing Devices;2022-10-19T09:10:05.275Z
JGJ;Pre-Fabricated Moduls According to Drawings;2022-10-19T09:10:05.275Z
JGK;Gangways;2022-10-19T09:10:05.275Z
JGL;Doors and Accessories;2022-10-19T09:10:05.275Z
JGM;Stairs and Ramps;2022-10-19T09:10:05.275Z
JGN;Seats;2022-10-19T09:10:05.275Z
JGP;Aluminum Honeycombs;2022-10-19T09:10:05.275Z
JGU;Rails;2022-10-19T09:10:05.275Z
JGV;Switches, Crossings;2022-10-19T09:10:05.275Z
JGY;Interior doors;2022-10-19T09:10:05.275Z
JGZ;Food Service Systems;2022-10-19T09:10:05.275Z
JH;Products for Medical Engineering;2022-10-19T09:10:05.275Z
JH1;3rd Party consumable for Chemistry Laboratory diagnostics Instruments;2022-10-19T09:10:05.275Z
JH2;3rd Party consumable for Hemostasis / Hematology Laboratory diagnostics Instruments;2022-10-19T09:10:05.275Z
JH3;3rd Party consumable for Point of Care Laboratory diagnostics Instruments;2022-10-19T09:10:05.275Z
JH4;3rd Party consumable for Microbiology Laboratory diagnostics Instruments;2022-10-19T09:10:05.275Z
JHA;Products for Medical Technology, others;2022-10-19T09:10:05.275Z
JHB;Equipment Supports;2022-10-19T09:10:05.275Z
JHD;Rotating Tables for CT;2022-10-19T09:10:05.275Z
JHE;Slip-Ring Systems for CT;2022-10-19T09:10:05.275Z
JHF;Components for Vacuum Technology;2022-10-19T09:10:05.275Z
JHG;Coverings and Belts;2022-10-19T09:10:05.275Z
JHH;Aperture Systems for X-Radiation;2022-10-19T09:10:05.275Z
JHI;Accessories for Patient Beds;2022-10-19T09:10:05.275Z
JHJ;Dose Measuring Chambers for X-Radiation;2022-10-19T09:10:05.275Z
JHK;Protective Materials for X-Radiation;2022-10-19T09:10:05.275Z
JHL;3rd Party spare part for Chemistry Laboratoratory diagnostics Instruments;2022-10-19T09:10:05.275Z
JHM;HF-Cabins for magnetic resonance;2022-10-19T09:10:05.275Z
JHN;Laboratory Automation Equipment;2022-10-19T09:10:05.275Z
JHO;Laboratory diagnostics instruments for urine chemistry;2022-10-19T09:10:05.275Z
JHP;Laboratory diagnostics instruments for point of care tests;2022-10-19T09:10:05.275Z
JHQ;Laboratory diagnostics instruments for clinical chemistry;2022-10-19T09:10:05.275Z
JHR;Laboratory diagnostics instruments for Hemostasis / Hematology;2022-10-19T09:10:05.275Z
JHS;Laboratory Diagnostics instruments for  Molecular & Microbiology;2022-10-19T09:10:05.275Z
JHT;Laboratory diagnostics instruments for immunochemistry;2022-10-19T09:10:05.275Z
JHU;Diagnostic Lab Instruments for IDD, Hemo, PP;2022-10-19T09:10:05.275Z
JHV;Precision Fluidic Probes;2022-10-19T09:10:05.275Z
JHW;Temperature control packaging, Refrigerants material;2022-10-19T09:10:05.275Z
JHX;3rd Party spare part for Hemostasis / Hematology Laboratoratory diagnostics Instruments;2022-10-19T09:10:05.275Z
JHY;3rd Party spare part for Point of Care Laboratoratory diagnostics Instruments;2022-10-19T09:10:05.276Z
JHZ;3rd Party spare part for Microbiology Laboratoratory diagnostics Instruments;2022-10-19T09:10:05.276Z
JJ;Production Materials for Components;2022-10-19T09:10:05.276Z
JJA;Production Materials for Components, Other;2022-10-19T09:10:05.276Z
JJN;Tapes, Trays, Tubes;2022-10-19T09:10:05.276Z
JK;Heat Generation;2022-10-19T09:10:05.276Z
JKA;Heat Generation, Other;2022-10-19T09:10:05.276Z
JKB;Steam Generators;2022-10-19T09:10:05.276Z
JKC;Auxiliary Steam Generators;2022-10-19T09:10:05.276Z
JKD;Steam Generator Furnaces;2022-10-19T09:10:05.276Z
JKE;Combustion Air Systems and Flue Gas Systems;2022-10-19T09:10:05.276Z
JKH;Fuel Systems with Liquid Fuels;2022-10-19T09:10:05.276Z
JKI;Fuel Systems with Gaseous Fuels;2022-10-19T09:10:05.276Z
JKK;Service Equipment for Fuel Assemblies;2022-10-19T09:10:05.276Z
JKL;Production Equipment for Fuel Assemblies;2022-10-19T09:10:05.276Z
JL;Turbines and Turbine Parts;2022-10-19T09:10:05.276Z
JLA;Turbines, Other;2022-10-19T09:10:05.276Z
JLB;Compressor Blades and Vanes gas turbine uncoated;2022-10-19T09:10:05.276Z
JLC;Compressor Blades and Vanes gas turbine coated;2022-10-19T09:10:05.276Z
JLD;Gasturbinen Blades and Vanes laser-drilled;2022-10-19T09:10:05.276Z
JLE;Gasturbinen Blades and Vanes final Part;2022-10-19T09:10:05.276Z
JLG;Gas Turbines;2022-10-19T09:10:05.276Z
JLH;Steam Turbines;2022-10-19T09:10:05.276Z
JLI;Enclosures for Turbine Generators and Skids;2022-10-19T09:10:05.276Z
JLJ;Turbine Baskets;2022-10-19T09:10:05.276Z
JLK;Turbine Nozzles;2022-10-19T09:10:05.276Z
JLL;Turbine Transition;2022-10-19T09:10:05.276Z
JLM;Pre-Fabricated Moduls (according to Drawings);2022-10-19T09:10:05.276Z
JLN;Instrumentation and Cable Racks for Turbines;2022-10-19T09:10:05.276Z
JLO;Machined Blades and Vanes;2022-10-19T09:10:05.276Z
JLP;Milled Turbine Blades and Vanes;2022-10-19T09:10:05.276Z
JLQ;Machining of casted Turbine Vanes and Blades;2022-10-19T09:10:05.276Z
JLR;Machining of milled Turbine Vanes and Blades;2022-10-19T09:10:05.276Z
JM;Cooling-water Systems;2022-10-19T09:10:05.276Z
JMA;Cooling-Water Systems, Other;2022-10-19T09:10:05.276Z
JMC;Water Purification, Mechanical;2022-10-19T09:10:05.276Z
JMD;Special Equipment for Cooling-Water Systems;2022-10-19T09:10:05.276Z
JME;Pipe Cleaning Systems;2022-10-19T09:10:05.276Z
JMF;Cooling Towers;2022-10-19T09:10:05.276Z
JMG;Heat Exchangers for Power Plants;2022-10-19T09:10:05.276Z
JMH;Air-Cooled Condensers;2022-10-19T09:10:05.276Z
JMJ;Steam Turbine Condensers;2022-10-19T09:10:05.276Z
JN;Process Engineering;2022-10-19T09:10:05.276Z
JNA;Process, Other;2022-10-19T09:10:05.276Z
JND;Water Treatment Plants;2022-10-19T09:10:05.276Z
JNF;Condensate Treatment Plants;2022-10-19T09:10:05.276Z
JNJ;Complete Demineralization Plants;2022-10-19T09:10:05.276Z
JNN;Dosing Equipment;2022-10-19T09:10:05.276Z
JNO;Cooling-Water Treatment;2022-10-19T09:10:05.276Z
